e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w,speed
-0.001,-0.001,0.002,-0.005,-0.016,0.01,-0.002,0.0,0.001,0.001,0.001,-0.0039999999999998,0.003,0.0,-0.001,0.0,0.0,0.0,-0.001,-0.002,0.0,slow
0.006,0.0,0.018,0.003,-0.005,0.008,-0.0279999999999999,0.0009999999999999,0.0,0.001,0.0,-0.001,0.0,0.0,-0.002,0.0009999999999998,0.001,-0.0019999999999999,-0.001,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.002,0.005,0.016,-0.009,0.007,-0.004,-0.016,0.0,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.0029999999999999,-0.0019999999999997,0.002,0.003,0.0009999999999999,-0.003,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,-0.001,-0.018,0.0089999999999999,0.014,-0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.001,-0.001,-0.0049999999999999,0.0,0.0,-0.001,0.0,0.0029999999999999,0.0,slow
0.002,-0.003,-0.01,0.0029999999999999,-0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029999999999999,0.0009999999999998,-0.001,0.0,-0.001,0.0009999999999999,0.0,slow
0.003,-0.002,-0.009,-0.0069999999999999,-0.005,0.004,-0.004,0.0,0.0,0.001,0.0,-0.001,0.001,0.001,-0.0029999999999999,0.0,0.0,-0.001,0.0,0.0019999999999999,0.0,slow
0.002,-0.002,-0.002,0.0039999999999999,0.007,-0.005,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.002,0.0,-0.001,0.0,0.001,0.0009999999999999,0.001,slow
0.0,0.0,0.002,-0.0129999999999999,-0.0199999999999999,0.017,-0.0189999999999999,0.001,-0.001,0.001,0.001,0.002,-0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.001,0.002,-0.002,0.002,0.002,0.0,0.0059999999999999,-0.002,0.007,-0.003,0.004,-0.001,0.0,-0.001,-0.001,-0.001,0.0019999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.011,-0.003,-0.007,0.004,-0.002,0.0,0.0,0.0,-0.001,0.001,0.003,0.0,slow
0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.004,0.0219999999999999,-0.003,-0.02,0.015,-0.005,0.001,-0.0010000000000003,0.001,0.0,0.001,0.0,0.0,slow
0.0,-0.001,0.0,0.0,-0.001,0.0,0.001,0.002,0.003,0.003,0.022,0.013,-0.006,0.031,0.004,-0.0009999999999998,0.001,0.0039999999999999,0.001,-0.0009999999999999,0.0,slow
0.0,0.0,0.0,-0.001,0.0,0.0,0.0,-0.003,-0.002,-0.014,0.0199999999999999,0.011,-0.009,0.005,0.005,0.0009999999999998,0.001,0.0,0.001,-0.0049999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,-0.001,0.0,-0.001,-0.001,-0.005,-0.001,-0.018,-0.013,0.005,-0.002,0.0,0.004,0.0,0.0,-0.002,0.0,-0.0029999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,0.0,0.0,-0.002,0.002,-0.001,0.001,0.001,0.002,-0.002,0.007,-0.005,0.0,0.002,-0.0009999999999998,-0.001,-0.001,0.0,-0.002,0.0,slow
0.0,0.0,0.002,-0.003,-0.015,0.009,-0.005,0.0,0.0,0.0,0.0,-0.001,0.001,-0.001,0.002,0.0,-0.002,0.0,0.001,-0.0039999999999999,0.0,slow
0.001,0.001,0.004,0.011,0.0119999999999999,-0.004,0.002,0.0,0.0,0.0,0.0009999999999999,0.0,0.0,-0.001,0.001,0.0,-0.001,0.0,0.001,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.005,0.004,0.019,-0.0099999999999999,0.026,-0.018,-0.0079999999999999,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029999999999999,-0.0010000000000003,0.001,-0.0019999999999999,-0.004,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,-0.002,-0.014,0.002,0.051,-0.045,0.0239999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.004,0.0,0.002,-0.002,-0.001,0.005,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,-0.001,-0.0099999999999999,-0.0059999999999999,-0.003,0.002,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,-0.002,0.0,0.001,0.0,-0.0009999999999999,0.002,0.0,slow
0.003,0.001,-0.0049999999999999,0.0069999999999999,-0.0049999999999998,0.0,0.014,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.002,0.0,0.0,0.001,0.0,0.002,0.0,slow
0.001,-0.002,-0.0009999999999999,0.02,0.0309999999999999,-0.0269999999999999,0.031,0.001,-0.001,0.001,0.0009999999999999,0.003,-0.002,0.002,-0.002,-0.0009999999999998,0.0,-0.001,0.0,0.0019999999999999,0.0,slow
0.0,0.0,0.001,-0.001,-0.005,0.003,-0.003,0.001,0.0,0.002,0.0,0.0069999999999999,-0.003,0.002,-0.001,0.0,0.0,0.0,0.0,0.004,0.0,slow
0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.003,0.011,-0.006,-0.018,0.009,-0.0109999999999999,0.0,0.0009999999999998,0.001,-0.001,-0.001,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.003,0.003,0.0239999999999999,0.009,-0.02,0.014,-0.004,0.003,-0.0010000000000003,0.002,0.001,0.002,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.001,0.0,-0.001,-0.002,-0.002,-0.012,-0.001,-0.015,0.013,0.005,0.0049999999999999,0.0009999999999998,0.0,0.0,-0.002,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,-0.002,0.003,-0.004,0.002,-0.001,0.001,0.0,-0.001,-0.002,-0.001,-0.002,0.0,slow
0.0,0.0,0.0,0.001,-0.001,0.001,0.0,0.0,-0.001,0.0,-0.005,0.006,-0.005,-0.0079999999999999,0.002,-0.0009999999999998,0.0,-0.0009999999999999,0.002,-0.004,-0.001,slow
0.0,0.001,0.0039999999999999,-0.001,-0.0339999999999999,0.019,-0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999998,0.001,-0.001,0.0049999999999999,-0.0039999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.002,0.003,0.0229999999999999,-0.007,0.024,-0.017,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029999999999999,-0.0010000000000003,0.002,0.0,-0.0039999999999999,0.0019999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.001,-0.009,0.051,0.072,-0.08,0.099,0.0,0.0,0.0,0.0,-0.004,0.002,-0.0009999999999999,-0.004,0.0,0.0,0.003,-0.001,0.003,0.0,slow
0.0,-0.002,-0.009,0.0,0.015,-0.011,-0.005,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,-0.0019999999999999,0.0,0.0,0.0,-0.001,0.0,0.0,slow
0.0009999999999999,0.002,-0.016,0.0,-0.007,0.006,0.0019999999999999,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,0.0,0.001,0.001,0.0,0.0,slow
0.0,-0.001,-0.0119999999999999,-0.0069999999999999,0.001,0.0,-0.001,0.0,0.0,0.0,-0.0009999999999999,0.0,-0.001,-0.001,-0.0009999999999999,0.0010000000000003,-0.001,-0.001,0.001,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,-0.002,-0.002,0.0129999999999999,0.0269999999999999,-0.0209999999999999,0.0169999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.003,0.0,0.001,-0.003,0.001,0.0059999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,-0.001,0.0,-0.001,0.001,0.0,0.0069999999999999,0.006,0.0219999999999999,-0.006,-0.019,0.0119999999999999,-0.001,0.002,0.0019999999999997,0.001,-0.001,0.0,0.0029999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019999999999999,0.001,0.007,0.0219999999999999,0.004,-0.007,-0.0059999999999999,0.004,-0.0020000000000002,0.001,0.005,0.0009999999999999,0.003,-0.001,slow
0.0,0.0,0.0,0.002,-0.001,0.001,0.001,-0.002,-0.002,-0.004,-0.0079999999999999,0.023,-0.02,-0.006,0.0029999999999999,0.0,0.0,0.0019999999999999,-0.0009999999999999,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.004,-0.002,-0.009,0.0019999999999999,0.002,-0.003,-0.005,0.0019999999999999,0.0,0.0,0.0,0.0,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.003,0.0,-0.009,0.0049999999999999,0.005,-0.004,0.002,0.002,0.0,0.0,0.001,0.0,-0.002,0.0,slow
0.0,0.001,0.0,-0.001,0.0,0.0,-0.001,-0.004,-0.001,-0.016,-0.008,0.006,-0.002,0.009,0.0029999999999999,0.0,-0.002,0.0,0.0,-0.0039999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.002,0.0,-0.004,0.005,-0.011,0.0,0.0,0.0,-0.004,0.0139999999999999,-0.009,0.0,0.0,0.0009999999999998,-0.002,-0.001,0.0,-0.003,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.002,0.0109999999999999,0.001,0.009,-0.006,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0009999999999998,0.003,0.0,-0.002,0.0,-0.001,slow
-0.001,-0.005,0.004,0.013,-0.017,0.013,0.0139999999999999,0.0,-0.001,0.0,0.001,0.0,-0.001,-0.001,-0.003,-0.0010000000000003,0.001,0.001,0.0009999999999999,0.0,-0.001,slow
0.0,0.006,-0.005,0.0139999999999999,0.025,-0.025,0.0329999999999999,0.0,0.0,0.0,-0.001,0.0019999999999998,-0.001,0.0,-0.003,0.0,0.001,0.0,-0.001,0.001,0.0,slow
0.0,0.0,-0.009,0.001,0.01,-0.008,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029999999999999,0.0,0.001,0.0,-0.001,0.001,0.0,slow
0.001,-0.002,-0.0109999999999999,-0.0029999999999999,-0.003,0.001,0.008,0.0,0.001,0.0,-0.001,-0.0009999999999998,0.001,-0.001,-0.003,0.0,0.001,0.0,-0.002,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.002,0.0,0.0019999999999999,-0.001,-0.0059999999999998,0.0049999999999998,-0.004,0.001,0.0,-0.001,-0.001,0.002,0.0,0.003,-0.002,0.0010000000000003,0.0,0.0,-0.0029999999999999,0.006,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.0009999999999998,0.001,0.0,0.006,0.005,0.02,-0.006,-0.015,0.0069999999999998,-0.0109999999999999,0.0039999999999999,0.0009999999999998,0.001,-0.001,0.0,-0.0009999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.0,0.0,0.0,0.0009999999999998,0.0,0.0,0.001,0.001,0.005,0.005,-0.004,0.003,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,-0.004,0.004,-0.005,-0.001,-0.012,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.002,-0.002,-0.0019999999999999,0.003,-0.002,0.003,0.002,0.0,0.0,0.001,0.0,-0.002,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.0,0.001,-0.002,-0.001,-0.009,-0.0049999999999999,-0.002,0.002,0.003,0.0019999999999999,0.0,0.0,-0.001,-0.001,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.004,-0.002,-0.009,-0.001,0.006,-0.002,0.009,0.001,-0.0009999999999998,0.0,0.001,0.0,-0.0019999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,-0.001,-0.002,-0.012,0.008,-0.003,0.0,0.0,0.0,0.001,0.001,0.0,0.002,0.001,0.0009999999999998,-0.001,-0.001,0.0029999999999999,-0.005,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.003,0.0179999999999999,0.002,0.028,-0.017,0.0029999999999999,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.0029999999999999,0.0,0.002,-0.002,-0.001,-0.002,0.0,slow
-0.002,0.004,0.0209999999999999,0.0,0.026,-0.02,0.001,0.0,0.0,0.0,0.0,-0.0009999999999998,0.0,0.001,-0.0029999999999999,0.0,0.003,0.001,-0.001,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.002,-0.001,-0.002,-0.001,0.021,-0.02,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.002,0.0,0.0,0.0029999999999999,0.0,0.001,-0.001,slow
0.001,-0.001,-0.005,0.0029999999999999,0.005,-0.004,-0.001,0.0,0.0,0.0,0.001,0.0009999999999998,0.0,0.001,-0.002,0.0,0.0,0.001,0.001,0.0,0.0,slow
0.002,-0.001,-0.009,0.001,-0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0010000000000003,-0.001,0.0,0.0009999999999999,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.001,0.0,-0.002,-0.0079999999999998,0.007,-0.004,0.0,0.0,0.0,0.0,-0.001,0.001,0.0,-0.001,0.0009999999999998,-0.001,-0.002,0.003,0.004,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.001,0.016,0.001,0.003,-0.001,0.007,0.0029999999999999,0.0020000000000002,0.002,-0.005,-0.0039999999999999,0.002,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.001,0.01,0.001,-0.001,0.0,-0.002,0.003,0.0,0.001,-0.001,0.001,0.0,0.0,slow
0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.005,0.0,0.0059999999999999,0.013,-0.013,-0.002,0.003,-0.0009999999999998,0.001,0.003,-0.001,0.0,0.0,slow
0.0,0.0,0.0,-0.001,-0.001,0.001,0.0,-0.0019999999999999,-0.002,-0.006,0.0059999999999999,0.007,-0.002,0.0129999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.0009999999999999,0.0,0.0,0.001,-0.001,0.0,0.0,-0.004,-0.002,-0.0149999999999999,-0.0049999999999999,0.0,0.0,-0.0009999999999999,0.004,0.0,-0.002,0.0,0.0,-0.003,0.0,slow
-0.0009999999999999,0.0,0.0,0.001,0.0,0.0,0.001,-0.006,0.0,-0.014,-0.008,0.009,-0.007,-0.0059999999999999,0.002,0.0,-0.003,-0.002,0.003,-0.0069999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.0,0.0,0.01,-0.001,0.002,-0.006,0.002,0.0,0.005,-0.003,0.0149999999999999,-0.01,-0.005,0.0,0.0010000000000003,-0.002,-0.001,0.001,-0.0059999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,-0.001,0.002,0.002,-0.011,0.005,0.003,0.0,0.0,0.0,0.0,0.001,-0.001,-0.001,-0.001,0.0009999999999998,0.0,-0.003,0.0009999999999999,0.0,0.0,slow
0.002,0.002,0.007,0.011,0.0139999999999999,-0.006,-0.002,0.0,0.0,0.0,0.0,0.001,-0.001,0.0,-0.001,0.0,0.0,0.0,0.001,-0.002,0.0,slow
-0.004,0.003,0.0219999999999999,-0.013,0.025,-0.018,0.003,0.0,0.0,-0.001,0.0,0.001,-0.001,0.0,-0.001,-0.0009999999999998,0.002,0.001,0.0,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029999999999999,-0.0009999999999998,0.001,0.002,-0.001,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.004,-0.002,-0.0139999999999999,0.0119999999999999,-0.01,0.005,0.0099999999999999,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.002,0.0009999999999998,0.0,-0.001,0.0019999999999999,0.0029999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,-0.001,-0.001,0.002,0.004,-0.004,0.0039999999999999,0.0,-0.001,0.002,0.004,0.0019999999999998,-0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.001,-0.001,0.001,0.002,0.0,0.008,-0.003,0.008,-0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,-0.001,0.001,0.003,0.003,0.011,-0.006,-0.014,0.009,-0.004,0.002,0.0009999999999998,0.0,-0.003,-0.002,0.0009999999999999,0.0,slow
0.0,0.0,0.0,-0.001,0.0,0.001,0.0,0.0019999999999999,0.002,0.01,0.0049999999999999,-0.008,0.005,-0.003,0.002,0.0,0.001,-0.0019999999999999,0.0,0.001,0.0,slow
0.0,0.0,0.0,0.001,0.0,-0.001,0.001,0.001,-0.005,0.001,0.003,0.007,-0.004,0.004,0.002,0.0,0.001,0.0009999999999999,0.0,0.0,0.0,slow
0.0,0.0,0.0,-0.002,0.0,0.0,-0.002,-0.001,-0.001,-0.006,-0.0039999999999999,0.004,-0.003,-0.0009999999999999,0.002,-0.0009999999999998,0.0,0.0039999999999999,0.001,-0.003,0.0,slow
0.0,0.0,0.0,0.0,0.0009999999999998,0.0,-0.001,-0.003,-0.002,-0.009,0.003,0.004,-0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049999999999999,0.0,-0.0159999999999999,-0.0019999999999999,0.007,-0.003,0.01,0.0039999999999999,0.0,-0.003,-0.007,-0.001,-0.0029999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,0.001,0.0059999999999999,-0.007,0.005,-0.007,0.0,-0.001,0.0,0.002,-0.007,0.005,0.0009999999999999,0.001,-0.0030000000000001,-0.002,0.0109999999999999,0.0049999999999999,-0.0069999999999999,-0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,0.009,-0.002,0.006,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.001,0.0009999999999998,0.001,-0.0059999999999999,0.001,-0.001,0.0,slow
-0.002,0.0,0.004,-0.019,-0.037,0.031,-0.0129999999999999,0.0,-0.001,0.0,0.001,-0.001,0.0,0.001,-0.003,-0.0009999999999998,0.001,0.001,-0.001,0.002,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,-0.002,-0.0019999999999999,0.0039999999999999,0.018,-0.0139999999999999,0.011,0.001,0.0,0.001,0.0079999999999999,-0.014,0.01,0.0059999999999999,-0.0009999999999999,0.0,-0.001,-0.012,0.002,0.007,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.002,0.0,0.0079999999999999,-0.001,-0.004,0.003,-0.001,0.0009999999999999,0.0,0.001,0.005,-0.001,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.0109999999999999,0.0,-0.007,0.006,0.001,0.0019999999999999,0.0020000000000002,0.001,-0.0059999999999999,-0.002,-0.0009999999999999,0.001,slow
-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,-0.014,0.01,-0.003,0.0109999999999999,0.001,0.0009999999999998,0.0009999999999999,-0.008,-0.001,-0.001,0.001,slow
0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.002,-0.001,-0.004,0.004,0.001,0.002,0.0,0.0,0.0,0.001,-0.002,0.0,slow
0.0,0.0,-0.001,0.0,0.0,0.001,0.0,-0.001,-0.001,-0.003,-0.0099999999999999,0.014,-0.015,-0.019,0.002,-0.0009999999999998,0.001,0.0029999999999999,0.001,0.0,0.0,slow
0.0,0.0,-0.001,0.0,-0.001,0.0,0.0,-0.004,-0.002,-0.009,0.004,0.001,-0.002,-0.001,0.0019999999999999,0.0,0.0,0.001,-0.001,-0.0009999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.007,-0.002,-0.019,0.005,0.003,-0.004,-0.008,0.002,0.0,-0.001,-0.001,-0.0009999999999999,-0.0009999999999999,0.0,slow
0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,-0.0029999999999999,-0.002,-0.0099999999999999,-0.0069999999999999,-0.001,0.001,-0.0009999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,-0.0019999999999997,-0.002,0.003,0.001,-0.004,0.0,slow
